x,y,psi,s,velocity,acceleration,curvature
1.11272,-22.7474,2.90933,106.428,12.8762,-8.41013,0.00254935
1.10308,-22.7452,2.9093,106.438,12.8698,-8.4093,0.00250629
1.09344,-22.7429,2.90928,106.448,12.8633,-8.40846,0.00246323
1.0838,-22.7406,2.90925,106.458,12.8568,-8.40761,0.00242017
1.07416,-22.7383,2.90923,106.467,12.8503,-8.40676,0.00237711
1.06452,-22.736,2.90921,106.477,12.8439,-8.4059,0.00233405
1.05488,-22.7337,2.90918,106.487,12.8374,-8.40503,0.00229099
1.04524,-22.7315,2.90916,106.497,12.8309,-8.40415,0.00224793
1.0356,-22.7292,2.90914,106.507,12.8244,-8.40326,0.00220486
1.02596,-22.7269,2.90912,106.517,12.8179,-8.40237,0.0021618
1.01632,-22.7246,2.9091,106.527,12.8114,-8.40146,0.00211874
1.00669,-22.7223,2.90908,106.537,12.8049,-8.40054,0.00207568
0.997047,-22.7201,2.90906,106.547,12.7984,-8.39961,0.00203262
0.987408,-22.7178,2.90904,106.557,12.7919,-8.39868,0.00198956
0.977769,-22.7155,2.90902,106.566,12.7854,-8.39773,0.0019465
0.968131,-22.7132,2.909,106.576,12.7789,-8.39677,0.00190344
0.958492,-22.7109,2.90898,106.586,12.7724,-8.39579,0.00186038
0.948853,-22.7086,2.90896,106.596,12.7659,-8.39481,0.00181732
0.939215,-22.7064,2.90894,106.606,12.7594,-8.39381,0.00177426
0.929576,-22.7041,2.90893,106.616,12.7529,-8.39281,0.0017312
0.919938,-22.7018,2.90891,106.626,12.7464,-8.39178,0.00168814
0.910299,-22.6995,2.90889,106.636,12.7398,-8.39075,0.00164508
0.900661,-22.6972,2.90888,106.646,12.7333,-8.3897,0.00160202
0.891022,-22.6949,2.90886,106.656,12.7268,-8.38864,0.00155896
0.881384,-22.6927,2.90885,106.666,12.7203,-8.38756,0.0015159
0.871745,-22.6904,2.90883,106.675,12.7137,-8.38647,0.00147284
0.862107,-22.6881,2.90882,106.685,12.7072,-8.38536,0.00142978
0.852469,-22.6858,2.9088,106.695,12.7007,-8.38424,0.00138672
0.842831,-22.6835,2.90879,106.705,12.6941,-8.3831,0.00134366
0.833192,-22.6812,2.90878,106.715,12.6876,-8.38194,0.0013006
0.823554,-22.6789,2.90876,106.725,12.681,-8.38077,0.00125754
0.813916,-22.6767,2.90875,106.735,12.6745,-8.37959,0.00121448
0.804278,-22.6744,2.90874,106.745,12.6679,-8.37838,0.00117142
0.79464,-22.6721,2.90873,106.755,12.6614,-8.37716,0.00112836
0.785002,-22.6698,2.90872,106.765,12.6548,-8.37592,0.0010853
0.775363,-22.6675,2.90871,106.774,12.6483,-8.37466,0.00104224
0.765725,-22.6652,2.9087,106.784,12.6417,-8.37339,0.000999177
0.756087,-22.6629,2.90869,106.794,12.6352,-8.37209,0.000956117
0.746449,-22.6607,2.90868,106.804,12.6286,-8.37078,0.000913057
0.736811,-22.6584,2.90867,106.814,12.622,-8.36945,0.000869997
0.727173,-22.6561,2.90866,106.824,12.6155,-8.36809,0.000826937
0.717535,-22.6538,2.90865,106.834,12.6089,-8.36672,0.000783877
0.707898,-22.6515,2.90864,106.844,12.6023,-8.36533,0.000740817
0.69826,-22.6492,2.90864,106.854,12.5957,-8.36391,0.000697758
0.688622,-22.6469,2.90863,106.864,12.5892,-8.36248,0.000654698
0.678984,-22.6446,2.90862,106.874,12.5826,-8.36102,0.000611638
0.669346,-22.6424,2.90862,106.883,12.576,-8.35955,0.000568578
0.659708,-22.6401,2.90861,106.893,12.5694,-8.35805,0.000525519
0.65007,-22.6378,2.90861,106.903,12.5628,-8.32402,0.000482459
0.640395,-22.6355,2.9086,106.913,12.5562,-8.32248,0.000256012
0.630719,-22.6332,2.9086,106.923,12.5496,-8.32092,2.95643e-05
0.621044,-22.6309,2.9086,106.933,12.5431,-8.31934,0.000196883
0.611368,-22.6286,2.90861,106.943,12.5365,-8.31773,0.00042333
0.601693,-22.6263,2.90861,106.953,12.5299,-8.3161,0.000649777
0.592017,-22.624,2.90862,106.963,12.5233,-8.31445,0.000876224
0.582342,-22.6217,2.90863,106.973,12.5167,-8.31277,0.00110267
0.572666,-22.6194,2.90864,106.983,12.5101,-8.31107,0.00132912
0.562991,-22.6171,2.90866,106.993,12.5034,-8.30935,0.00155556
0.553315,-22.6148,2.90867,107.003,12.4968,-8.3076,0.00178201
0.543639,-22.6125,2.90869,107.013,12.4902,-8.30582,0.00200846
0.533964,-22.6102,2.90871,107.023,12.4836,-8.30402,0.0022349
0.524288,-22.6079,2.90874,107.033,12.477,-8.3022,0.00246135
0.514612,-22.6056,2.90876,107.042,12.4704,-8.30034,0.0026878
0.504936,-22.6034,2.90879,107.052,12.4638,-8.29847,0.00291425
0.49526,-22.6011,2.90882,107.062,12.4571,-8.29657,0.00314069
0.485584,-22.5988,2.90885,107.072,12.4505,-8.29464,0.00336714
0.475908,-22.5965,2.90889,107.082,12.4439,-8.29268,0.00359359
0.466232,-22.5942,2.90892,107.092,12.4373,-8.2907,0.00382004
0.456556,-22.5919,2.90896,107.102,12.4306,-8.2887,0.00404648
0.446879,-22.5896,2.909,107.112,12.424,-8.28666,0.00427293
0.437203,-22.5873,2.90905,107.122,12.4174,-8.2846,0.00449938
0.427526,-22.585,2.90909,107.132,12.4107,-8.28252,0.00472583
0.41785,-22.5827,2.90914,107.142,12.4041,-8.2804,0.00495228
0.408173,-22.5804,2.90919,107.152,12.3975,-8.27826,0.00517873
0.398496,-22.5781,2.90924,107.162,12.3908,-8.27609,0.00540518
0.388819,-22.5759,2.9093,107.172,12.3842,-8.2739,0.00563163
0.379142,-22.5736,2.90936,107.182,12.3775,-8.27168,0.00585808
0.369464,-22.5713,2.90942,107.192,12.3709,-8.26943,0.00608453
0.359787,-22.569,2.90948,107.202,12.3642,-8.26715,0.00631098
0.350109,-22.5667,2.90954,107.212,12.3576,-8.26484,0.00653743
0.340432,-22.5644,2.90961,107.221,12.3509,-8.26251,0.00676388
0.330754,-22.5621,2.90968,107.231,12.3443,-8.26015,0.00699034
0.321076,-22.5598,2.90975,107.241,12.3376,-8.25776,0.00721679
0.311398,-22.5576,2.90982,107.251,12.331,-8.25534,0.00744324
0.301719,-22.5553,2.90989,107.261,12.3243,-8.25289,0.00766969
0.292041,-22.553,2.90997,107.271,12.3177,-8.25042,0.00789615
0.282362,-22.5507,2.91005,107.281,12.311,-8.24792,0.0081226
0.272683,-22.5484,2.91013,107.291,12.3043,-8.24539,0.00834905
0.263004,-22.5461,2.91022,107.301,12.2977,-8.24283,0.00857551
0.253325,-22.5439,2.9103,107.311,12.291,-8.24024,0.00880196
0.243646,-22.5416,2.91039,107.321,12.2843,-8.23762,0.00902841
0.233966,-22.5393,2.91048,107.331,12.2777,-8.23498,0.00925487
0.224286,-22.537,2.91058,107.341,12.271,-8.2323,0.00948132
0.214606,-22.5348,2.91067,107.351,12.2643,-8.2296,0.00970778
0.204926,-22.5325,2.91077,107.361,12.2577,-8.22687,0.00993423
0.195245,-22.5302,2.91087,107.371,12.251,-8.22411,0.0101607
0.185564,-22.5279,2.91097,107.381,12.2443,-8.22132,0.0103871
0.175883,-22.5257,2.91108,107.391,12.2376,-8.2185,0.0106136
0.166202,-22.5234,2.91118,107.4,12.231,-8.21565,0.0108401
0.156521,-22.5211,2.91129,107.41,12.2243,-8.21278,0.0110665
0.146839,-22.5188,2.9114,107.42,12.2176,-8.20987,0.011293
0.137157,-22.5166,2.91152,107.43,12.2109,-8.20694,0.0115194
0.127475,-22.5143,2.91163,107.44,12.2042,-8.20397,0.0117459
0.117792,-22.512,2.91175,107.45,12.1976,-8.20098,0.0119723
0.10811,-22.5098,2.91187,107.46,12.1909,-8.19796,0.0121988
0.0984266,-22.5075,2.91199,107.47,12.1842,-8.19491,0.0124252
0.0887433,-22.5053,2.91212,107.48,12.1775,-8.19183,0.0126517
0.0790598,-22.503,2.91224,107.49,12.1708,-8.18872,0.0128781
0.0693759,-22.5007,2.91237,107.5,12.1641,-8.18558,0.0131046
0.0596917,-22.4985,2.9125,107.51,12.1574,-8.18241,0.0133311
0.0500072,-22.4962,2.91264,107.52,12.1507,-8.17921,0.0135575
0.0403225,-22.494,2.91277,107.53,12.144,-8.17599,0.013784
0.0306374,-22.4917,2.91291,107.54,12.1373,-8.17273,0.0140104
0.020952,-22.4895,2.91305,107.55,12.1306,-8.16945,0.0142369
0.0112662,-22.4872,2.9132,107.56,12.1239,-8.16613,0.0144633
0.00158021,-22.4849,2.91334,107.57,12.1172,-8.16279,0.0146898
-0.00810617,-22.4827,2.91349,107.579,12.1105,-8.15941,0.0149162
-0.0177929,-22.4805,2.91364,107.589,12.1038,-8.15601,0.0151427
-0.0274799,-22.4782,2.91379,107.599,12.0971,-8.15258,0.0153691
-0.0371673,-22.476,2.91394,107.609,12.0904,-8.14912,0.0155955
-0.0468551,-22.4737,2.9141,107.619,12.0837,-8.14563,0.015822
-0.0565432,-22.4715,2.91426,107.629,12.077,-8.14211,0.0160484
-0.0662316,-22.4692,2.91442,107.639,12.0703,-8.13857,0.0162749
-0.0759204,-22.467,2.91458,107.649,12.0636,-8.13499,0.0165013
-0.0856096,-22.4648,2.91475,107.659,12.0569,-8.13138,0.0167277
-0.0952992,-22.4625,2.91491,107.669,12.0502,-8.12775,0.0169542
-0.104989,-22.4603,2.91508,107.679,12.0435,-8.12408,0.0171806
-0.114679,-22.4581,2.91526,107.689,12.0368,-8.12039,0.017407
-0.12437,-22.4558,2.91543,107.699,12.0301,-8.11667,0.0176335
-0.134061,-22.4536,2.91561,107.709,12.0234,-8.11292,0.0178599
-0.143753,-22.4514,2.91579,107.719,12.0167,-8.10914,0.0180863
-0.153445,-22.4491,2.91597,107.729,12.01,-8.10533,0.0183127
-0.163137,-22.4469,2.91615,107.739,12.0033,-8.10149,0.0185391
-0.17283,-22.4447,2.91633,107.749,11.9965,-8.09763,0.0187656
-0.182523,-22.4425,2.91652,107.758,11.9898,-8.09373,0.018992
-0.192217,-22.4403,2.91671,107.768,11.9831,-8.08981,0.0192184
-0.201911,-22.438,2.9169,107.778,11.9764,-8.08586,0.0194448
-0.211605,-22.4358,2.9171,107.788,11.9697,-8.08188,0.0196712
-0.2213,-22.4336,2.9173,107.798,11.963,-8.07787,0.0198976
-0.230995,-22.4314,2.9175,107.808,11.9563,-8.07383,0.020124
-0.240691,-22.4292,2.9177,107.818,11.9495,-8.06977,0.0203503
-0.250387,-22.427,2.9179,107.828,11.9428,-8.06567,0.0205767
-0.260084,-22.4248,2.91811,107.838,11.9361,-8.06155,0.0208031
-0.269781,-22.4226,2.91831,107.848,11.9294,-8.0574,0.0210295
-0.279479,-22.4204,2.91852,107.858,11.9227,-8.05322,0.0212559
-0.289177,-22.4182,2.91874,107.868,11.916,-8.04901,0.0214822
-0.298876,-22.416,2.91895,107.878,11.9092,-8.04478,0.0217086
-0.308575,-22.4138,2.91917,107.888,11.9025,-8.04052,0.0219349
-0.318274,-22.4116,2.91939,107.898,11.8958,-8.03623,0.0221613
-0.327975,-22.4094,2.91961,107.908,11.8891,-8.03191,0.0223876
-0.337675,-22.4072,2.91983,107.918,11.8824,-8.04784,0.022614
-0.347352,-22.405,2.92006,107.927,11.8757,-8.04345,0.0228182
-0.357029,-22.4029,2.92029,107.937,11.8689,-8.03904,0.0230224
-0.366707,-22.4007,2.92051,107.947,11.8622,-8.0346,0.0232267
-0.376385,-22.3985,2.92075,107.957,11.8555,-8.03014,0.023431
-0.386063,-22.3963,2.92098,107.967,11.8488,-8.02565,0.0236352
-0.395743,-22.3942,2.92122,107.977,11.8421,-8.02113,0.0238395
-0.405422,-22.392,2.92145,107.987,11.8353,-8.01658,0.0240438
-0.415103,-22.3898,2.92169,107.997,11.8286,-8.01201,0.0242481
-0.424784,-22.3877,2.92193,108.007,11.8219,-8.00742,0.0244524
-0.434465,-22.3855,2.92218,108.017,11.8152,-8.00279,0.0246567
-0.444147,-22.3834,2.92242,108.027,11.8085,-7.99814,0.024861
-0.453829,-22.3812,2.92267,108.037,11.8018,-7.99346,0.0250653
-0.463512,-22.379,2.92292,108.047,11.795,-7.98875,0.0252696
-0.473196,-22.3769,2.92317,108.056,11.7883,-7.98402,0.0254739
-0.48288,-22.3747,2.92343,108.066,11.7816,-7.97926,0.0256783
-0.492564,-22.3726,2.92368,108.076,11.7749,-7.97448,0.0258826
-0.502249,-22.3705,2.92394,108.086,11.7682,-7.96967,0.026087
-0.511935,-22.3683,2.9242,108.096,11.7614,-7.96483,0.0262913
-0.521621,-22.3662,2.92446,108.106,11.7547,-7.95996,0.0264957
-0.531308,-22.364,2.92472,108.116,11.748,-7.95506,0.0267
-0.540996,-22.3619,2.92499,108.126,11.7413,-7.95014,0.0269044
-0.550684,-22.3598,2.92526,108.136,11.7346,-7.94519,0.0271088
-0.560372,-22.3577,2.92553,108.146,11.7279,-7.94022,0.0273132
-0.570061,-22.3555,2.9258,108.156,11.7211,-7.93521,0.0275176
-0.579751,-22.3534,2.92607,108.166,11.7144,-7.93018,0.0277219
-0.589441,-22.3513,2.92635,108.175,11.7077,-7.92512,0.0279263
-0.599132,-22.3492,2.92663,108.185,11.701,-7.92004,0.0281308
-0.608824,-22.3471,2.92691,108.195,11.6943,-7.91492,0.0283352
-0.618516,-22.3449,2.92719,108.205,11.6876,-7.90978,0.0285396
-0.628208,-22.3428,2.92747,108.215,11.6809,-7.90461,0.028744
-0.637902,-22.3407,2.92776,108.225,11.6741,-7.89941,0.0289484
-0.647596,-22.3386,2.92805,108.235,11.6674,-7.89418,0.0291529
-0.65729,-22.3365,2.92834,108.245,11.6607,-7.88892,0.0293573
-0.666985,-22.3344,2.92863,108.255,11.654,-7.88364,0.0295618
-0.676681,-22.3323,2.92893,108.265,11.6473,-7.87832,0.0297662
-0.686377,-22.3302,2.92922,108.275,11.6406,-7.87298,0.0299707
-0.696074,-22.3281,2.92952,108.285,11.6339,-7.86761,0.0301751
-0.705772,-22.3261,2.92982,108.294,11.6272,-7.86221,0.0303796
-0.71547,-22.324,2.93012,108.304,11.6205,-7.85678,0.0305841
-0.725169,-22.3219,2.93043,108.314,11.6138,-7.85132,0.0307885
-0.734868,-22.3198,2.93073,108.324,11.6071,-7.84583,0.030993
-0.744568,-22.3177,2.93104,108.334,11.6003,-7.84031,0.0311975
-0.754269,-22.3157,2.93135,108.344,11.5936,-7.83477,0.031402
-0.763971,-22.3136,2.93166,108.354,11.5869,-7.82919,0.0316065
-0.773673,-22.3115,2.93198,108.364,11.5802,-7.82358,0.031811
-0.783375,-22.3095,2.9323,108.374,11.5735,-7.81795,0.0320155
-0.793079,-22.3074,2.93261,108.384,11.5668,-7.81228,0.03222
-0.802783,-22.3054,2.93293,108.394,11.5601,-7.80659,0.0324245
-0.812487,-22.3033,2.93326,108.404,11.5534,-7.80086,0.032629
-0.822192,-22.3013,2.93358,108.414,11.5467,-7.79511,0.0328335
-0.831898,-22.2992,2.93391,108.423,11.54,-7.78932,0.033038
-0.841605,-22.2972,2.93424,108.433,11.5333,-7.78351,0.0332425
-0.851312,-22.2951,2.93457,108.443,11.5267,-7.77766,0.033447
-0.86102,-22.2931,2.9349,108.453,11.52,-7.77179,0.0336515
-0.870729,-22.2911,2.93524,108.463,11.5133,-7.76588,0.0338561
-0.880438,-22.289,2.93557,108.473,11.5066,-7.75995,0.0340606
-0.890148,-22.287,2.93591,108.483,11.4999,-7.75398,0.0342651
-0.899859,-22.285,2.93625,108.493,11.4932,-7.74798,0.0344696
-0.909571,-22.2829,2.9366,108.503,11.4865,-7.74196,0.0346741
-0.919283,-22.2809,2.93694,108.513,11.4798,-7.7359,0.0348787
-0.928995,-22.2789,2.93729,108.523,11.4731,-7.72981,0.0350832
-0.938709,-22.2769,2.93764,108.533,11.4665,-7.72369,0.0352877
-0.948423,-22.2749,2.93799,108.542,11.4598,-7.71755,0.0354922
-0.958138,-22.2729,2.93834,108.552,11.4531,-7.71137,0.0356968
-0.967854,-22.2709,2.9387,108.562,11.4464,-7.70516,0.0359013
-0.97757,-22.2689,2.93905,108.572,11.4397,-7.69892,0.0361058
-0.987287,-22.2669,2.93941,108.582,11.4331,-7.69264,0.0363103
-0.997005,-22.2649,2.93977,108.592,11.4264,-7.68634,0.0365148
-1.00672,-22.2629,2.94014,108.602,11.4197,-7.68001,0.0367193
-1.01644,-22.2609,2.9405,108.612,11.413,-7.67365,0.0369238
-1.02616,-22.259,2.94087,108.622,11.4064,-7.66725,0.0371283
-1.03588,-22.257,2.94124,108.632,11.3997,-7.66083,0.0373328
-1.0456,-22.255,2.94161,108.642,11.393,-7.65437,0.0375373
-1.05533,-22.253,2.94198,108.652,11.3864,-7.64788,0.0377418
-1.06505,-22.2511,2.94236,108.662,11.3797,-7.64137,0.0379463
-1.07477,-22.2491,2.94274,108.671,11.3731,-7.63482,0.0381508
-1.0845,-22.2472,2.94312,108.681,11.3664,-7.62824,0.0383553
-1.09422,-22.2452,2.9435,108.691,11.3597,-7.62162,0.0385598
-1.10395,-22.2433,2.94388,108.701,11.3531,-7.61498,0.0387642
-1.11368,-22.2413,2.94427,108.711,11.3464,-7.60831,0.0389687
-1.1234,-22.2394,2.94465,108.721,11.3398,-7.60161,0.0391731
-1.13313,-22.2374,2.94504,108.731,11.3331,-7.59487,0.0393776
-1.14286,-22.2355,2.94543,108.741,11.3265,-7.5881,0.039582
-1.15259,-22.2336,2.94583,108.751,11.3198,-7.58131,0.0397865
-1.16232,-22.2316,2.94622,108.761,11.3132,-7.57448,0.0399909
-1.17205,-22.2297,2.94662,108.771,11.3066,-7.56762,0.0401953
-1.18178,-22.2278,2.94702,108.781,11.2999,-7.56073,0.0403997
-1.19152,-22.2259,2.94742,108.79,11.2933,-7.55381,0.0406041
-1.20125,-22.224,2.94783,108.8,11.2866,-7.54685,0.0408085
-1.21098,-22.2221,2.94823,108.81,11.28,-7.53987,0.0410129
-1.22072,-22.2202,2.94864,108.82,11.2734,-7.53286,0.0412172
-1.23046,-22.2183,2.94905,108.83,11.2667,-7.52581,0.0414216
-1.24019,-22.2164,2.94946,108.84,11.2601,-7.51873,0.0416259
-1.24993,-22.2145,2.94988,108.85,11.2535,-7.51163,0.0418302
-1.25967,-22.2126,2.95029,108.86,11.2469,-7.50449,0.0420345
-1.26941,-22.2107,2.95071,108.87,11.2403,-7.49732,0.0422388
-1.27915,-22.2088,2.95113,108.88,11.2336,-7.49012,0.0424431
-1.28889,-22.2069,2.95155,108.89,11.227,-7.48289,0.0426474
-1.29863,-22.2051,2.95198,108.9,11.2204,-7.47563,0.0428516
-1.30837,-22.2032,2.9524,108.91,11.2138,-7.46834,0.0430559
-1.31812,-22.2013,2.95283,108.919,11.2072,-7.46101,0.0432601
-1.32786,-22.1995,2.95326,108.929,11.2006,-7.43983,0.0434643
-1.33762,-22.1976,2.95369,108.939,11.194,-7.43246,0.0436972
-1.34739,-22.1958,2.95413,108.949,11.1874,-7.42507,0.0439302
-1.35715,-22.1939,2.95457,108.959,11.1808,-7.41764,0.0441632
-1.36692,-22.1921,2.95501,108.969,11.1742,-7.41019,0.0443962
-1.37668,-22.1902,2.95545,108.979,11.1676,-7.40271,0.0446293
-1.38645,-22.1884,2.95589,108.989,11.161,-7.3952,0.0448624
-1.39622,-22.1866,2.95634,108.999,11.1544,-7.38766,0.0450955
-1.40599,-22.1847,2.95679,109.009,11.1479,-7.3801,0.0453287
-1.41576,-22.1829,2.95724,109.019,11.1413,-7.37251,0.0455619
-1.42553,-22.1811,2.9577,109.029,11.1347,-7.36488,0.0457951
-1.4353,-22.1793,2.95815,109.039,11.1281,-7.35724,0.0460284
-1.44507,-22.1775,2.95861,109.049,11.1216,-7.34956,0.0462617
-1.45485,-22.1756,2.95907,109.059,11.115,-7.34185,0.046495
-1.46462,-22.1738,2.95954,109.068,11.1084,-7.33412,0.0467284
-1.4744,-22.172,2.96,109.078,11.1019,-7.32636,0.0469617
-1.48417,-22.1703,2.96047,109.088,11.0953,-7.31857,0.0471951
-1.49395,-22.1685,2.96094,109.098,11.0887,-7.31075,0.0474286
-1.50373,-22.1667,2.96141,109.108,11.0822,-7.30291,0.0476621
-1.5135,-22.1649,2.96189,109.118,11.0756,-7.29503,0.0478956
-1.52328,-22.1631,2.96236,109.128,11.0691,-7.28713,0.0481291
-1.53306,-22.1614,2.96284,109.138,11.0626,-7.2792,0.0483626
-1.54284,-22.1596,2.96333,109.148,11.056,-7.27125,0.0485962
-1.55263,-22.1578,2.96381,109.158,11.0495,-7.26326,0.0488299
-1.56241,-22.1561,2.9643,109.168,11.0429,-7.25525,0.0490635
-1.57219,-22.1543,2.96478,109.178,11.0364,-7.2472,0.0492972
-1.58198,-22.1526,2.96528,109.188,11.0299,-7.23913,0.0495309
-1.59176,-22.1508,2.96577,109.198,11.0234,-7.23103,0.0497646
-1.60155,-22.1491,2.96626,109.208,11.0168,-7.22291,0.0499984
-1.61133,-22.1474,2.96676,109.218,11.0103,-7.21475,0.0502321
-1.62112,-22.1457,2.96726,109.228,11.0038,-7.20657,0.050466
-1.63091,-22.1439,2.96777,109.237,10.9973,-7.19836,0.0506998
-1.6407,-22.1422,2.96827,109.247,10.9908,-7.19012,0.0509336
-1.65049,-22.1405,2.96878,109.257,10.9843,-7.18185,0.0511675
-1.66028,-22.1388,2.96929,109.267,10.9778,-7.17355,0.0514014
-1.67007,-22.1371,2.9698,109.277,10.9713,-7.16523,0.0516354
-1.67987,-22.1354,2.97031,109.287,10.9648,-7.15687,0.0518693
-1.68966,-22.1337,2.97083,109.297,10.9583,-7.14849,0.0521033
-1.69945,-22.132,2.97135,109.307,10.9518,-7.14008,0.0523373
-1.70925,-22.1303,2.97187,109.317,10.9454,-7.13164,0.0525713
-1.71905,-22.1287,2.9724,109.327,10.9389,-7.12317,0.0528054
-1.72884,-22.127,2.97292,109.337,10.9324,-7.11468,0.0530395
-1.73864,-22.1253,2.97345,109.347,10.926,-7.10615,0.0532735
-1.74844,-22.1237,2.97398,109.357,10.9195,-7.0976,0.0535076
-1.75824,-22.122,2.97451,109.367,10.913,-7.08901,0.0537418
-1.76804,-22.1204,2.97505,109.377,10.9066,-7.0804,0.0539759
-1.77784,-22.1187,2.97559,109.387,10.9001,-7.07176,0.0542101
-1.78765,-22.1171,2.97613,109.396,10.8937,-7.0631,0.0544443
-1.79745,-22.1154,2.97667,109.406,10.8872,-7.0544,0.0546785
-1.80725,-22.1138,2.97721,109.416,10.8808,-7.04567,0.0549127
-1.81706,-22.1122,2.97776,109.426,10.8744,-7.03692,0.0551469
-1.82687,-22.1106,2.97831,109.436,10.8679,-7.02813,0.0553812
-1.83667,-22.109,2.97886,109.446,10.8615,-7.01932,0.0556154
-1.84648,-22.1073,2.97941,109.456,10.8551,-7.01048,0.0558497
-1.85629,-22.1057,2.97997,109.466,10.8487,-7.00161,0.056084
-1.8661,-22.1041,2.98053,109.476,10.8422,-6.99271,0.0563183
-1.87591,-22.1026,2.98109,109.486,10.8358,-6.98378,0.0565526
-1.88572,-22.101,2.98165,109.496,10.8294,-6.97483,0.056787
-1.89553,-22.0994,2.98222,109.506,10.823,-6.96584,0.0570213
-1.90535,-22.0978,2.98279,109.516,10.8166,-6.95683,0.0572556
-1.91516,-22.0962,2.98336,109.526,10.8102,-6.94778,0.05749
-1.92497,-22.0947,2.98393,109.536,10.8038,-6.93871,0.0577244
-1.93479,-22.0931,2.9845,109.546,10.7975,-6.92961,0.0579587
-1.94461,-22.0916,2.98508,109.555,10.7911,-6.92048,0.0581931
-1.95442,-22.09,2.98566,109.565,10.7847,-6.91132,0.0584275
-1.96424,-22.0885,2.98624,109.575,10.7783,-6.90213,0.0586619
-1.97406,-22.087,2.98683,109.585,10.772,-6.89292,0.0588963
-1.98388,-22.0854,2.98741,109.595,10.7656,-6.88367,0.0591307
-1.9937,-22.0839,2.988,109.605,10.7593,-6.87439,0.0593651
-2.00353,-22.0824,2.98859,109.615,10.7529,-6.86509,0.0595995
-2.01335,-22.0809,2.98919,109.625,10.7466,-6.85575,0.0598339
-2.02317,-22.0794,2.98978,109.635,10.7402,-6.84639,0.0600683
-2.033,-22.0779,2.99038,109.645,10.7339,-6.837,0.0603027
-2.04282,-22.0764,2.99098,109.655,10.7276,-6.82758,0.0605371
-2.05265,-22.0749,2.99158,109.665,10.7212,-6.81812,0.0607714
-2.06248,-22.0734,2.99219,109.675,10.7149,-6.80864,0.0610058
-2.07231,-22.0719,2.9928,109.685,10.7086,-6.79913,0.0612402
-2.08214,-22.0705,2.99341,109.695,10.7023,-6.78959,0.0614746
-2.09197,-22.069,2.99402,109.705,10.696,-6.78002,0.061709
-2.1018,-22.0675,2.99463,109.715,10.6897,-6.77042,0.0619433
-2.11163,-22.0661,2.99525,109.724,10.6834,-6.7608,0.0621777
-2.12146,-22.0646,2.99587,109.734,10.6771,-6.75114,0.062412
-2.1313,-22.0632,2.99649,109.744,10.6708,-6.74145,0.0626463
-2.14113,-22.0618,2.99711,109.754,10.6645,-6.73173,0.0628807
-2.15097,-22.0603,2.99774,109.764,10.6583,-6.72198,0.063115
-2.1608,-22.0589,2.99837,109.774,10.652,-6.71221,0.0633493
-2.17064,-22.0575,2.999,109.784,10.6457,-6.7024,0.0635835
-2.18048,-22.0561,2.99963,109.794,10.6395,-6.69256,0.0638178
-2.19032,-22.0547,3.00027,109.804,10.6332,-6.6827,0.064052
-2.20016,-22.0533,3.00091,109.814,10.627,-6.6728,0.0642862
-2.21,-22.0519,3.00155,109.824,10.6207,-6.66287,0.0645204
-2.21984,-22.0505,3.00219,109.834,10.6145,-6.65292,0.0647546
-2.22968,-22.0491,3.00283,109.844,10.6083,-6.64293,0.0649887
-2.23953,-22.0478,3.00348,109.854,10.602,-6.63291,0.0652229
-2.24937,-22.0464,3.00413,109.864,10.5958,-6.62287,0.065457
-2.25922,-22.045,3.00478,109.874,10.5896,-6.61279,0.065691
-2.26907,-22.0437,3.00544,109.883,10.5834,-6.60268,0.0659251
-2.27891,-22.0423,3.00609,109.893,10.5772,-6.59254,0.0661591
-2.28876,-22.041,3.00675,109.903,10.571,-6.58238,0.0663931
-2.29861,-22.0397,3.00741,109.913,10.5648,-6.57218,0.066627
-2.30846,-22.0383,3.00808,109.923,10.5586,-6.56195,0.0668609
-2.31831,-22.037,3.00874,109.933,10.5525,-6.55616,0.0670948
-2.32816,-22.0357,3.00941,109.943,10.5463,-6.54587,0.0673367
-2.33801,-22.0344,3.01008,109.953,10.5401,-6.53555,0.0675786
-2.34785,-22.0331,3.01075,109.963,10.534,-6.5252,0.0678206
-2.3577,-22.0318,3.01143,109.973,10.5278,-6.51483,0.0680627
-2.36755,-22.0305,3.0121,109.983,10.5217,-6.50442,0.0683048
-2.3774,-22.0292,3.01278,109.993,10.5155,-6.49399,0.0685471
-2.38725,-22.028,3.01347,110.003,10.5094,-6.48353,0.0687894
-2.3971,-22.0267,3.01415,110.013,10.5033,-6.47304,0.0690319
-2.40696,-22.0254,3.01484,110.023,10.4971,-6.46253,0.0692744
-2.41681,-22.0242,3.01553,110.032,10.491,-6.45198,0.069517
-2.42666,-22.023,3.01622,110.042,10.4849,-6.44141,0.0697597
-2.43652,-22.0217,3.01691,110.052,10.4788,-6.4308,0.0700024
-2.44638,-22.0205,3.01761,110.062,10.4727,-6.42017,0.0702453
-2.45623,-22.0193,3.01831,110.072,10.4666,-6.4095,0.0704882
-2.46609,-22.018,3.01901,110.082,10.4606,-6.39881,0.0707312
-2.47595,-22.0168,3.01971,110.092,10.4545,-6.38808,0.0709743
-2.48581,-22.0156,3.02042,110.102,10.4484,-6.37733,0.0712175
-2.49567,-22.0144,3.02113,110.112,10.4423,-6.36654,0.0714607
-2.50553,-22.0132,3.02184,110.122,10.4363,-6.35572,0.071704
