x,y,psi,s,velocity,acceleration,curvature
-11.1,-47.2083,-1.01041,142.212,10.3028,0.0324649,0.104929
-11.0947,-47.2168,-1.00936,142.222,10.3028,0.0222578,0.104888
-11.0894,-47.2252,-1.00832,142.232,10.3028,0.0117948,0.104848
-11.0841,-47.2336,-1.00727,142.242,10.3028,0.00107764,0.104808
-11.0787,-47.2421,-1.00623,142.252,10.3028,-0.00989056,0.104768
-11.0734,-47.2505,-1.00518,142.262,10.3028,-0.0211058,0.104728
-11.068,-47.2589,-1.00414,142.272,10.3028,-0.0325613,0.104688
-11.0627,-47.2673,-1.00309,142.282,10.3028,-0.04425,0.104648
-11.0573,-47.2757,-1.00205,142.292,10.3027,-0.0561667,0.104609
-11.0519,-47.2841,-1.00101,142.302,10.3027,-0.068305,0.104569
-11.0466,-47.2925,-0.999966,142.312,10.3026,-0.0806555,0.10453
-11.0412,-47.3009,-0.998924,142.322,10.3025,-0.093207,0.10449
-11.0358,-47.3093,-0.997882,142.332,10.3024,-0.105954,0.104451
-11.0303,-47.3176,-0.996841,142.342,10.3023,-0.118897,0.104412
-11.0249,-47.326,-0.9958,142.352,10.3022,-0.132033,0.104373
-11.0195,-47.3344,-0.994759,142.362,10.3021,-0.145361,0.104334
-11.0141,-47.3427,-0.993719,142.372,10.302,-0.158877,0.104295
-11.0086,-47.3511,-0.992679,142.382,10.3018,-0.172578,0.104257
-11.0032,-47.3594,-0.99164,142.392,10.3016,-0.18646,0.104218
-10.9977,-47.3678,-0.990601,142.402,10.3015,-0.200516,0.10418
-10.9922,-47.3761,-0.989562,142.412,10.3013,-0.214743,0.104141
-10.9868,-47.3845,-0.988524,142.422,10.3011,-0.229138,0.104103
-10.9813,-47.3928,-0.987486,142.432,10.3008,-0.243693,0.104065
-10.9758,-47.4011,-0.986448,142.442,10.3006,-0.258402,0.104027
-10.9703,-47.4094,-0.985411,142.452,10.3003,-0.273255,0.103989
-10.9648,-47.4177,-0.984375,142.462,10.3001,-0.288247,0.103951
-10.9592,-47.426,-0.983338,142.472,10.2998,-0.303372,0.103913
-10.9537,-47.4343,-0.982302,142.482,10.2995,-0.318626,0.103876
-10.9482,-47.4426,-0.981267,142.492,10.2992,-0.334003,0.103838
-10.9426,-47.4509,-0.980231,142.502,10.2989,-0.349497,0.103801
-10.9371,-47.4592,-0.979196,142.512,10.2985,-0.365098,0.103763
-10.9315,-47.4675,-0.978162,142.522,10.2982,-0.3808,0.103726
-10.9259,-47.4757,-0.977128,142.532,10.2978,-0.396591,0.103689
-10.9203,-47.484,-0.976094,142.542,10.2974,-0.412465,0.103652
-10.9147,-47.4922,-0.975061,142.552,10.297,-0.428412,0.103615
-10.9091,-47.5005,-0.974027,142.562,10.2966,-0.444423,0.103579
-10.9035,-47.5087,-0.972995,142.571,10.2962,-0.460486,0.103542
-10.8979,-47.517,-0.971962,142.581,10.2957,-0.476599,0.103506
-10.8923,-47.5252,-0.970931,142.591,10.2953,-0.492762,0.103469
-10.8867,-47.5334,-0.969899,142.601,10.2948,-0.508975,0.103433
-10.881,-47.5417,-0.968868,142.611,10.2943,-0.525237,0.103397
-10.8754,-47.5499,-0.967837,142.621,10.2938,-0.541546,0.103361
-10.8697,-47.5581,-0.966806,142.631,10.2933,-0.557903,0.103325
-10.864,-47.5663,-0.965776,142.641,10.2927,-0.574305,0.103289
-10.8584,-47.5745,-0.964746,142.651,10.2922,-0.590751,0.103254
-10.8527,-47.5827,-0.963717,142.661,10.2916,-0.607242,0.103218
-10.847,-47.5909,-0.962688,142.671,10.291,-0.623777,0.103183
-10.8413,-47.5991,-0.961659,142.681,10.2904,-0.640354,0.103147
-10.8356,-47.6072,-0.960631,142.691,10.2898,-0.65697,0.103112
-10.8299,-47.6154,-0.959603,142.701,10.2892,-0.673621,0.103077
-10.8241,-47.6236,-0.958575,142.711,10.2885,-0.690305,0.103042
-10.8184,-47.6317,-0.957548,142.721,10.2878,-0.707023,0.103007
-10.8127,-47.6399,-0.956521,142.731,10.2872,-0.723776,0.102972
-10.8069,-47.648,-0.955494,142.741,10.2864,-0.740562,0.102938
-10.8011,-47.6562,-0.954468,142.751,10.2857,-0.757379,0.102903
-10.7954,-47.6643,-0.953442,142.761,10.285,-0.774226,0.102869
-10.7896,-47.6724,-0.952416,142.771,10.2842,-0.791098,0.102835
-10.7838,-47.6805,-0.951391,142.781,10.2835,-0.807991,0.102801
-10.778,-47.6887,-0.950366,142.791,10.2827,-0.824903,0.102767
-10.7722,-47.6968,-0.949341,142.801,10.2819,-0.841829,0.102733
-10.7664,-47.7049,-0.948317,142.811,10.2811,-0.858765,0.102699
-10.7606,-47.713,-0.947293,142.821,10.2802,-0.875705,0.102665
-10.7548,-47.7211,-0.946269,142.831,10.2794,-0.892647,0.102632
-10.7489,-47.7292,-0.945246,142.841,10.2785,-0.90959,0.102598
-10.7431,-47.7372,-0.944223,142.851,10.2776,-0.926534,0.102565
-10.7372,-47.7453,-0.943201,142.861,10.2767,-0.943479,0.102532
-10.7314,-47.7534,-0.942178,142.871,10.2758,-0.960424,0.102499
-10.7255,-47.7614,-0.941157,142.881,10.2749,-0.977368,0.102466
-10.7196,-47.7695,-0.940135,142.891,10.274,-0.99431,0.102433
-10.7137,-47.7775,-0.939114,142.901,10.273,-1.00959,0.102401
-10.7078,-47.7856,-0.938091,142.911,10.272,-1.02649,0.102393
-10.7019,-47.7937,-0.937068,142.921,10.271,-1.04339,0.102385
-10.696,-47.8017,-0.936046,142.931,10.27,-1.06027,0.102377
-10.6901,-47.8097,-0.935023,142.94,10.269,-1.07715,0.10237
-10.6841,-47.8178,-0.934001,142.95,10.2679,-1.094,0.102362
-10.6782,-47.8258,-0.932978,142.96,10.2669,-1.11084,0.102355
-10.6723,-47.8338,-0.931956,142.97,10.2658,-1.12766,0.102347
-10.6663,-47.8418,-0.930934,142.98,10.2647,-1.14445,0.10234
-10.6603,-47.8499,-0.929912,142.99,10.2636,-1.16122,0.102333
-10.6544,-47.8579,-0.92889,143,10.2624,-1.17797,0.102326
-10.6484,-47.8659,-0.927868,143.01,10.2613,-1.19468,0.102319
-10.6424,-47.8738,-0.926846,143.02,10.2601,-1.21136,0.102312
-10.6364,-47.8818,-0.925824,143.03,10.2589,-1.228,0.102306
-10.6304,-47.8898,-0.924802,143.04,10.2577,-1.2446,0.102299
-10.6243,-47.8978,-0.92378,143.05,10.2565,-1.26115,0.102293
-10.6183,-47.9057,-0.922759,143.06,10.2553,-1.27765,0.102286
-10.6123,-47.9137,-0.921737,143.07,10.2541,-1.2941,0.10228
-10.6062,-47.9217,-0.920715,143.08,10.2528,-1.31049,0.102274
-10.6002,-47.9296,-0.919694,143.09,10.2515,-1.32683,0.102268
-10.5941,-47.9375,-0.918673,143.1,10.2502,-1.34311,0.102262
-10.5881,-47.9455,-0.917651,143.11,10.2489,-1.35933,0.102256
-10.582,-47.9534,-0.91663,143.12,10.2476,-1.3755,0.10225
-10.5759,-47.9613,-0.915609,143.13,10.2463,-1.39162,0.102244
-10.5698,-47.9693,-0.914587,143.14,10.2449,-1.40768,0.102239
-10.5637,-47.9772,-0.913566,143.15,10.2435,-1.42369,0.102233
-10.5576,-47.9851,-0.912545,143.16,10.2421,-1.43964,0.102228
-10.5515,-47.993,-0.911524,143.17,10.2407,-1.45554,0.102222
-10.5454,-48.0009,-0.910503,143.18,10.2393,-1.47138,0.102217
-10.5393,-48.0087,-0.909482,143.19,10.2379,-1.48717,0.102212
-10.5331,-48.0166,-0.908461,143.2,10.2364,-1.50291,0.102207
-10.527,-48.0245,-0.907441,143.21,10.235,-1.51858,0.102202
-10.5208,-48.0324,-0.90642,143.22,10.2335,-1.5342,0.102197
-10.5147,-48.0402,-0.905399,143.23,10.232,-1.54977,0.102193
-10.5085,-48.0481,-0.904378,143.24,10.2305,-1.56527,0.102188
-10.5023,-48.0559,-0.903358,143.25,10.2289,-1.58073,0.102184
-10.4961,-48.0638,-0.902337,143.26,10.2274,-1.59612,0.102179
-10.4899,-48.0716,-0.901317,143.27,10.2258,-1.61146,0.102175
-10.4837,-48.0794,-0.900296,143.28,10.2243,-1.62674,0.102171
-10.4775,-48.0873,-0.899276,143.29,10.2227,-1.64195,0.102167
-10.4713,-48.0951,-0.898255,143.3,10.2211,-1.65711,0.102163
-10.4651,-48.1029,-0.897235,143.31,10.2195,-1.6722,0.102159
-10.4588,-48.1107,-0.896215,143.32,10.2178,-1.68722,0.102155
-10.4526,-48.1185,-0.895194,143.33,10.2162,-1.70218,0.102151
-10.4463,-48.1263,-0.894174,143.34,10.2145,-1.71706,0.102148
-10.4401,-48.1341,-0.893154,143.35,10.2128,-1.73189,0.102144
-10.4338,-48.1418,-0.892134,143.36,10.2111,-1.74664,0.102141
-10.4276,-48.1496,-0.891113,143.37,10.2094,-1.76133,0.102138
-10.4213,-48.1574,-0.890093,143.38,10.2077,-1.77595,0.102135
-10.415,-48.1651,-0.889073,143.39,10.206,-1.79051,0.102132
-10.4087,-48.1729,-0.888053,143.4,10.2042,-1.805,0.102129
-10.4024,-48.1806,-0.887033,143.41,10.2024,-1.81942,0.102126
-10.3961,-48.1884,-0.886013,143.42,10.2007,-1.83378,0.102123
-10.3897,-48.1961,-0.884993,143.43,10.1989,-1.84806,0.10212
-10.3834,-48.2038,-0.883973,143.44,10.1971,-1.86228,0.102118
-10.3771,-48.2115,-0.882953,143.45,10.1952,-1.87643,0.102115
-10.3707,-48.2193,-0.881933,143.46,10.1934,-1.89051,0.102113
-10.3644,-48.227,-0.880913,143.47,10.1915,-1.90452,0.102111
-10.358,-48.2347,-0.879894,143.48,10.1897,-1.91845,0.102109
-10.3516,-48.2424,-0.878874,143.49,10.1878,-1.93232,0.102107
-10.3453,-48.25,-0.877854,143.5,10.1859,-1.94611,0.102105
-10.3389,-48.2577,-0.876834,143.51,10.184,-1.95983,0.102103
-10.3325,-48.2654,-0.875814,143.52,10.1821,-1.97347,0.102101
-10.3261,-48.2731,-0.874794,143.53,10.1801,-1.98704,0.102099
-10.3197,-48.2807,-0.873775,143.54,10.1782,-2.00053,0.102098
-10.3133,-48.2884,-0.872755,143.55,10.1762,-2.01394,0.102097
-10.3068,-48.296,-0.871735,143.56,10.1742,-2.02728,0.102095
-10.3004,-48.3037,-0.870716,143.57,10.1723,-2.04053,0.102094
-10.294,-48.3113,-0.869696,143.58,10.1703,-2.05369,0.102093
-10.2875,-48.3189,-0.868676,143.59,10.1682,-2.06678,0.102092
-10.2811,-48.3266,-0.867656,143.6,10.1662,-2.07978,0.102091
-10.2746,-48.3342,-0.866637,143.61,10.1642,-2.09271,0.10209
-10.2681,-48.3418,-0.865617,143.62,10.1621,-2.10556,0.102089
-10.2617,-48.3494,-0.864597,143.63,10.16,-2.11833,0.102089
-10.2552,-48.357,-0.863578,143.64,10.158,-2.13102,0.102088
-10.2487,-48.3646,-0.862558,143.65,10.1559,-2.14364,0.102088
-10.2422,-48.3722,-0.861538,143.66,10.1538,-2.15618,0.102088
-10.2357,-48.3797,-0.860519,143.67,10.1516,-2.16864,0.102088
-10.2292,-48.3873,-0.859499,143.68,10.1495,-2.18103,0.102087
-10.2226,-48.3949,-0.85848,143.69,10.1474,-2.19335,0.102087
-10.2161,-48.4024,-0.85746,143.7,10.1452,-2.20559,0.102088
-10.2096,-48.41,-0.85644,143.71,10.143,-2.21776,0.102088
-10.203,-48.4175,-0.855421,143.72,10.1408,-2.22985,0.102088
-10.1965,-48.4251,-0.854401,143.73,10.1386,-2.24187,0.102089
-10.1899,-48.4326,-0.853381,143.74,10.1364,-2.25382,0.102089
-10.1833,-48.4401,-0.852362,143.75,10.1342,-2.26571,0.10209
-10.1768,-48.4476,-0.851342,143.76,10.132,-2.27752,0.10209
-10.1702,-48.4551,-0.850322,143.77,10.1297,-2.28926,0.102091
-10.1636,-48.4626,-0.849303,143.779,10.1275,-2.30092,0.102092
-10.157,-48.4701,-0.848283,143.789,10.1252,-2.31252,0.102093
-10.1504,-48.4776,-0.847263,143.799,10.1229,-2.32405,0.102094
-10.1437,-48.4851,-0.846243,143.809,10.1206,-2.33551,0.102096
-10.1371,-48.4926,-0.845224,143.819,10.1183,-2.34689,0.102097
-10.1305,-48.5,-0.844204,143.829,10.116,-2.3582,0.102098
-10.1239,-48.5075,-0.843184,143.839,10.1137,-2.36945,0.1021
-10.1172,-48.515,-0.842164,143.849,10.1113,-2.38062,0.102102
-10.1106,-48.5224,-0.841145,143.859,10.109,-2.39172,0.102103
-10.1039,-48.5299,-0.840125,143.869,10.1066,-2.40276,0.102105
-10.0972,-48.5373,-0.839105,143.879,10.1043,-2.41372,0.102107
-10.0905,-48.5447,-0.838085,143.889,10.1019,-2.42462,0.102109
-10.0839,-48.5521,-0.837065,143.899,10.0995,-2.43546,0.102112
-10.0772,-48.5595,-0.836045,143.909,10.0971,-2.44622,0.102114
-10.0705,-48.567,-0.835025,143.919,10.0946,-2.45692,0.102116
-10.0638,-48.5744,-0.834005,143.929,10.0922,-2.47897,0.102119
-10.0571,-48.5817,-0.83299,143.939,10.0898,-2.48959,0.102146
-10.0504,-48.5891,-0.831974,143.949,10.0873,-2.50015,0.102174
-10.0437,-48.5964,-0.830958,143.959,10.0849,-2.51064,0.102202
-10.037,-48.6038,-0.829942,143.969,10.0824,-2.52106,0.10223
-10.0303,-48.6111,-0.828925,143.979,10.0799,-2.53142,0.102258
-10.0235,-48.6184,-0.827909,143.989,10.0774,-2.54171,0.102286
-10.0168,-48.6257,-0.826892,143.999,10.0749,-2.55194,0.102314
-10.0101,-48.633,-0.825874,144.009,10.0724,-2.56211,0.102343
-10.0033,-48.6404,-0.824857,144.019,10.0698,-2.57221,0.102371
-9.99658,-48.6477,-0.823839,144.029,10.0673,-2.58224,0.1024
-9.98983,-48.6549,-0.82282,144.039,10.0647,-2.59221,0.102429
-9.98306,-48.6622,-0.821802,144.049,10.0622,-2.60211,0.102458
-9.97629,-48.6695,-0.820783,144.059,10.0596,-2.61195,0.102487
-9.96951,-48.6768,-0.819764,144.069,10.057,-2.62172,0.102516
-9.96272,-48.684,-0.818745,144.078,10.0544,-2.63142,0.102545
-9.95592,-48.6913,-0.817725,144.088,10.0518,-2.64106,0.102574
-9.94912,-48.6985,-0.816705,144.098,10.0492,-2.65063,0.102604
-9.94231,-48.7058,-0.815685,144.108,10.0466,-2.66013,0.102633
-9.93549,-48.713,-0.814664,144.118,10.044,-2.66957,0.102663
-9.92867,-48.7203,-0.813643,144.128,10.0413,-2.67894,0.102693
-9.92183,-48.7275,-0.812622,144.138,10.0387,-2.68825,0.102723
-9.91499,-48.7347,-0.811601,144.148,10.036,-2.6975,0.102753
-9.90815,-48.7419,-0.810579,144.158,10.0333,-2.70668,0.102783
-9.90129,-48.7491,-0.809557,144.168,10.0307,-2.7158,0.102813
-9.89443,-48.7563,-0.808535,144.178,10.028,-2.72485,0.102844
-9.88756,-48.7635,-0.807512,144.188,10.0253,-2.73384,0.102874
-9.88068,-48.7707,-0.806489,144.198,10.0226,-2.74277,0.102905
-9.8738,-48.7778,-0.805466,144.208,10.0198,-2.75164,0.102935
-9.86691,-48.785,-0.804442,144.218,10.0171,-2.76044,0.102966
-9.86001,-48.7922,-0.803419,144.228,10.0144,-2.76918,0.102997
-9.8531,-48.7993,-0.802394,144.238,10.0116,-2.77786,0.103028
-9.84619,-48.8065,-0.80137,144.247,10.0089,-2.78647,0.103059
-9.83927,-48.8136,-0.800345,144.257,10.0061,-2.79503,0.103091
-9.83234,-48.8207,-0.79932,144.267,10.0033,-2.80352,0.103122
-9.82541,-48.8279,-0.798295,144.277,10.0005,-2.81195,0.103154
-9.81846,-48.835,-0.797269,144.287,9.99773,-2.82032,0.103185
-9.81151,-48.8421,-0.796243,144.297,9.99493,-2.82862,0.103217
-9.80456,-48.8492,-0.795217,144.307,9.99211,-2.83687,0.103249
-9.79759,-48.8563,-0.79419,144.317,9.98929,-2.84505,0.103281
-9.79062,-48.8634,-0.793163,144.327,9.98646,-2.85316,0.103313
-9.78364,-48.8704,-0.792136,144.337,9.98362,-2.86121,0.103345
-9.77666,-48.8775,-0.791108,144.347,9.98077,-2.8692,0.103377
-9.76966,-48.8846,-0.79008,144.357,9.97791,-2.87713,0.10341
-9.76266,-48.8916,-0.789052,144.367,9.97505,-2.88499,0.103442
-9.75565,-48.8987,-0.788023,144.377,9.97217,-2.8928,0.103475
-9.74864,-48.9057,-0.786994,144.387,9.96929,-2.90054,0.103507
-9.74162,-48.9128,-0.785965,144.397,9.96639,-2.90822,0.10354
-9.73459,-48.9198,-0.784936,144.407,9.96349,-2.91583,0.103573
-9.72755,-48.9268,-0.783906,144.416,9.96058,-2.92339,0.103606
-9.7205,-48.9339,-0.782875,144.426,9.95766,-2.93088,0.103639
-9.71345,-48.9409,-0.781845,144.436,9.95474,-2.93832,0.103672
-9.70639,-48.9479,-0.780814,144.446,9.9518,-2.94569,0.103706
-9.69933,-48.9549,-0.779783,144.456,9.94886,-2.953,0.103739
-9.69226,-48.9618,-0.778751,144.466,9.94591,-2.96025,0.103773
-9.68518,-48.9688,-0.777719,144.476,9.94295,-2.96744,0.103806
-9.67809,-48.9758,-0.776687,144.486,9.93998,-2.97456,0.10384
-9.67099,-48.9828,-0.775655,144.496,9.93701,-2.98163,0.103874
-9.66389,-48.9897,-0.774622,144.506,9.93403,-2.98864,0.103908
-9.65678,-48.9967,-0.773588,144.516,9.93103,-2.99558,0.103942
-9.64967,-49.0036,-0.772555,144.526,9.92804,-3.00247,0.103976
-9.64254,-49.0105,-0.771521,144.536,9.92503,-3.00929,0.10401
-9.63541,-49.0175,-0.770487,144.546,9.92201,-3.01605,0.104045
-9.62827,-49.0244,-0.769452,144.556,9.91899,-3.02275,0.104079
-9.62113,-49.0313,-0.768417,144.566,9.91596,-3.02939,0.104114
-9.61398,-49.0382,-0.767382,144.576,9.91292,-3.03597,0.104148
-9.60682,-49.0451,-0.766346,144.585,9.90988,-3.04249,0.104183
-9.59965,-49.052,-0.76531,144.595,9.90683,-3.04894,0.104218
-9.59248,-49.0589,-0.764274,144.605,9.90377,-3.05534,0.104253
-9.5853,-49.0658,-0.763237,144.615,9.9007,-3.06167,0.104288
-9.57811,-49.0726,-0.7622,144.625,9.89763,-3.06795,0.104323
-9.57092,-49.0795,-0.761163,144.635,9.89454,-3.07416,0.104358
-9.56371,-49.0863,-0.760125,144.645,9.89146,-3.08032,0.104394
-9.5565,-49.0932,-0.759087,144.655,9.88836,-3.08642,0.104429
-9.54929,-49.1,-0.758049,144.665,9.88526,-3.09246,0.104465
-9.54207,-49.1069,-0.75701,144.675,9.88215,-3.09844,0.1045
-9.53484,-49.1137,-0.755971,144.685,9.87903,-3.10436,0.104536
-9.5276,-49.1205,-0.754931,144.695,9.8759,-3.11023,0.104572
-9.52035,-49.1273,-0.753892,144.705,9.87277,-3.11604,0.104608
-9.5131,-49.1341,-0.752851,144.715,9.86964,-3.1218,0.104644
-9.50584,-49.1409,-0.751811,144.725,9.86649,-3.12749,0.10468
-9.49858,-49.1477,-0.75077,144.735,9.86334,-3.13313,0.104716
-9.4913,-49.1545,-0.749729,144.745,9.86018,-3.13872,0.104752
-9.48402,-49.1612,-0.748687,144.755,9.85702,-3.14425,0.104789
-9.47674,-49.168,-0.747645,144.764,9.85384,-3.14973,0.104825
-9.46944,-49.1748,-0.746603,144.774,9.85067,-3.15515,0.104862
-9.46214,-49.1815,-0.74556,144.784,9.84748,-3.16051,0.104899
-9.45483,-49.1883,-0.744517,144.794,9.84429,-3.16582,0.104935
-9.44752,-49.195,-0.743473,144.804,9.84109,-3.17108,0.104972
-9.4402,-49.2017,-0.742429,144.814,9.83789,-3.17628,0.105009
-9.43287,-49.2084,-0.741385,144.824,9.83468,-3.18143,0.105046
-9.42553,-49.2151,-0.740341,144.834,9.83146,-3.18652,0.105084
-9.41819,-49.2218,-0.739296,144.844,9.82824,-3.19157,0.105121
-9.41084,-49.2285,-0.73825,144.854,9.82501,-3.19655,0.105158
-9.40348,-49.2352,-0.737205,144.864,9.82178,-3.20149,0.105196
-9.39612,-49.2419,-0.736159,144.874,9.81854,-3.20638,0.105233
-9.38875,-49.2486,-0.735112,144.884,9.81529,-3.21121,0.105271
-9.38137,-49.2552,-0.734065,144.894,9.81204,-3.21599,0.105308
-9.37398,-49.2619,-0.733018,144.904,9.80878,-3.22072,0.105346
-9.36659,-49.2685,-0.731971,144.914,9.80552,-3.2254,0.105384
-9.35919,-49.2752,-0.730923,144.924,9.80224,-3.23003,0.105422
-9.35178,-49.2818,-0.729874,144.933,9.79897,-3.23461,0.10546
-9.34437,-49.2884,-0.728826,144.943,9.79569,-3.23914,0.105498
-9.33695,-49.2951,-0.727777,144.953,9.7924,-3.24684,0.105536
-9.32953,-49.3017,-0.726728,144.963,9.78911,-3.25128,0.105604
-9.3221,-49.3083,-0.725679,144.973,9.78581,-3.25567,0.105671
-9.31467,-49.3149,-0.724629,144.983,9.7825,-3.26001,0.105739
-9.30723,-49.3214,-0.723578,144.993,9.77919,-3.26431,0.105806
-9.29978,-49.328,-0.722527,145.003,9.77588,-3.26856,0.105874
-9.29233,-49.3346,-0.721475,145.013,9.77256,-3.27276,0.105942
-9.28487,-49.3411,-0.720422,145.023,9.76923,-3.27692,0.106011
-9.2774,-49.3477,-0.719369,145.033,9.7659,-3.28103,0.106079
-9.26992,-49.3542,-0.718315,145.043,9.76256,-3.28509,0.106148
-9.26244,-49.3607,-0.71726,145.053,9.75922,-3.28911,0.106216
-9.25495,-49.3673,-0.716205,145.063,9.75587,-3.29308,0.106285
-9.24746,-49.3738,-0.715149,145.073,9.75252,-3.29701,0.106354
-9.23996,-49.3803,-0.714092,145.082,9.74916,-3.30089,0.106423
-9.23245,-49.3868,-0.713035,145.092,9.7458,-3.30472,0.106493
-9.22493,-49.3933,-0.711977,145.102,9.74243,-3.30851,0.106562
-9.21741,-49.3998,-0.710918,145.112,9.73906,-3.31225,0.106632
-9.20988,-49.4063,-0.709858,145.122,9.73568,-3.31595,0.106702
-9.20234,-49.4127,-0.708798,145.132,9.73229,-3.3196,0.106771
-9.1948,-49.4192,-0.707737,145.142,9.72891,-3.32321,0.106842
-9.18725,-49.4256,-0.706676,145.152,9.72551,-3.32678,0.106912
-9.17969,-49.4321,-0.705614,145.162,9.72212,-3.3303,0.106982
-9.17212,-49.4385,-0.704551,145.172,9.71871,-3.33377,0.107053
-9.16455,-49.445,-0.703487,145.182,9.71531,-3.33721,0.107123
-9.15697,-49.4514,-0.702423,145.192,9.71189,-3.34059,0.107194
-9.14939,-49.4578,-0.701357,145.202,9.70848,-3.34394,0.107265
-9.1418,-49.4642,-0.700292,145.212,9.70506,-3.34724,0.107336
-9.1342,-49.4706,-0.699225,145.222,9.70163,-3.3505,0.107407
-9.12659,-49.477,-0.698158,145.231,9.6982,-3.35371,0.107479
-9.11898,-49.4834,-0.69709,145.241,9.69477,-3.35688,0.10755
-9.11136,-49.4897,-0.696021,145.251,9.69133,-3.36001,0.107622
-9.10374,-49.4961,-0.694952,145.261,9.68788,-3.36309,0.107694
-9.0961,-49.5025,-0.693882,145.271,9.68443,-3.36613,0.107766
-9.08846,-49.5088,-0.692811,145.281,9.68098,-3.36913,0.107838
-9.08082,-49.5151,-0.69174,145.291,9.67753,-3.37208,0.10791
-9.07317,-49.5215,-0.690668,145.301,9.67406,-3.37499,0.107983
-9.06551,-49.5278,-0.689595,145.311,9.6706,-3.37786,0.108055
-9.05784,-49.5341,-0.688521,145.321,9.66713,-3.38068,0.108128
-9.05017,-49.5404,-0.687447,145.331,9.66366,-3.38346,0.1082
-9.04249,-49.5467,-0.686372,145.341,9.66018,-3.3862,0.108273
-9.0348,-49.553,-0.685296,145.351,9.6567,-3.38889,0.108346
-9.02711,-49.5593,-0.684219,145.361,9.65321,-3.39154,0.10842
-9.01941,-49.5656,-0.683142,145.371,9.64972,-3.39415,0.108493
-9.0117,-49.5718,-0.682064,145.38,9.64623,-3.39671,0.108566
-9.00398,-49.5781,-0.680985,145.39,9.64273,-3.39923,0.10864
-8.99626,-49.5843,-0.679906,145.4,9.63923,-3.40171,0.108714
-8.98854,-49.5906,-0.678826,145.41,9.63572,-3.40414,0.108787
-8.9808,-49.5968,-0.677745,145.42,9.63221,-3.40654,0.108861
-8.97306,-49.603,-0.676663,145.43,9.6287,-3.40889,0.108936
-8.96531,-49.6092,-0.675581,145.44,9.62519,-3.41119,0.10901
-8.95756,-49.6155,-0.674498,145.45,9.62167,-3.41346,0.109084
-8.9498,-49.6217,-0.673414,145.46,9.61814,-3.41568,0.109159
-8.94203,-49.6278,-0.672329,145.47,9.61461,-3.41786,0.109233
-8.93426,-49.634,-0.671244,145.48,9.61108,-3.42,0.109308
-8.92648,-49.6402,-0.670158,145.49,9.60755,-3.4221,0.109383
-8.91869,-49.6464,-0.669071,145.5,9.60401,-3.42415,0.109458
-8.91089,-49.6525,-0.667983,145.51,9.60047,-3.42617,0.109533
-8.90309,-49.6587,-0.666895,145.52,9.59692,-3.42814,0.109608
-8.89528,-49.6648,-0.665806,145.529,9.59338,-3.43007,0.109683
-8.88747,-49.6709,-0.664716,145.539,9.58983,-3.43196,0.109759
-8.87965,-49.6771,-0.663625,145.549,9.58627,-3.43381,0.109834
-8.87182,-49.6832,-0.662534,145.559,9.58271,-3.43561,0.10991
-8.86399,-49.6893,-0.661442,145.569,9.57915,-3.43738,0.109986
-8.85615,-49.6954,-0.660349,145.579,9.57559,-3.4391,0.110062
-8.8483,-49.7015,-0.659256,145.589,9.57202,-3.44078,0.110138
-8.84044,-49.7075,-0.658161,145.599,9.56845,-3.44242,0.110214
-8.83258,-49.7136,-0.657066,145.609,9.56488,-3.44402,0.11029
-8.82471,-49.7197,-0.65597,145.619,9.5613,-3.44558,0.110367
-8.81684,-49.7257,-0.654874,145.629,9.55772,-3.4471,0.110443
-8.80896,-49.7318,-0.653776,145.639,9.55414,-3.44858,0.11052
-8.80107,-49.7378,-0.652678,145.649,9.55055,-3.45001,0.110597
-8.79318,-49.7438,-0.651579,145.659,9.54697,-3.45141,0.110673
-8.78528,-49.7499,-0.65048,145.668,9.54337,-3.45277,0.11075
-8.77737,-49.7559,-0.649379,145.678,9.53978,-3.45409,0.110827
-8.76945,-49.7619,-0.648278,145.688,9.53618,-3.45536,0.110905
-8.76153,-49.7679,-0.647176,145.698,9.53259,-3.4566,0.110982
-8.75361,-49.7739,-0.646074,145.708,9.52898,-3.4578,0.111059
-8.74567,-49.7798,-0.64497,145.718,9.52538,-3.45896,0.111137
-8.73773,-49.7858,-0.643866,145.728,9.52177,-3.46008,0.111214
-8.72978,-49.7918,-0.642761,145.738,9.51816,-3.46116,0.111292
-8.72183,-49.7977,-0.641655,145.748,9.51455,-3.4622,0.11137
-8.71387,-49.8036,-0.640548,145.758,9.51094,-3.4632,0.111448
-8.7059,-49.8096,-0.639441,145.768,9.50732,-3.46416,0.111526
-8.69793,-49.8155,-0.638333,145.778,9.5037,-3.46509,0.111604
-8.68995,-49.8214,-0.637224,145.788,9.50008,-3.46597,0.111682
-8.68196,-49.8273,-0.636114,145.798,9.49646,-3.46682,0.11176
-8.67397,-49.8332,-0.635004,145.808,9.49283,-3.46763,0.111838
-8.66597,-49.8391,-0.633893,145.817,9.4892,-3.4684,0.111917
-8.65796,-49.845,-0.632781,145.827,9.48557,-3.46914,0.111995
-8.64995,-49.8508,-0.631668,145.837,9.48194,-3.46983,0.112074
-8.64193,-49.8567,-0.630554,145.847,9.4783,-3.47049,0.112153
-8.63391,-49.8626,-0.62944,145.857,9.47467,-3.47111,0.112232
-8.62587,-49.8684,-0.628325,145.867,9.47103,-3.4717,0.112311
-8.61783,-49.8742,-0.627209,145.877,9.46739,-3.47224,0.11239
